,LINK,CLASS,CONTENT
1526,0,0,"eminem rocks.
"
1527,0,1,"check out my youtube videos for funny and cool rap.
"
1528,0,0,"hay my is honesty wright i am 12year old i love your song thank you for makeing this song i love this song so much sometime harts can get breaken people kill they self or go cazzy i love you so much thanks keep on go make sure you doing your dream is comeing rule good luck.
"
1529,0,0,"awesome.
"
1530,0,0,"i lovet.
"
1531,0,1,"subscribe and like my video please.
"
1532,0,1,"subscribed. btw you have a good style keep it up brother.
"
1533,0,1,"i know you may not want to read this but please do i'm 87 cypher an 11 year old rapper i have skill people said my stuff isn't as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life.
"
1534,0,0,"charlie from lost.
"
1535,0,0,"eminem the best.
"
1536,0,1,"usually guys i would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. give this guy a chance since everyone has to start somewhere.
"
1537,0,0,"
"
1538,0,1,"hello friends. i am a young 15 year old rapper trying to make something out of nothing. please can you take a second of your life and check out my videos and help me reach my dreams! god bless you.
"
1539,0,0,"beautiful song.
"
1540,0,1,"check out my channel boys and girls.
"
1541,0,1,"hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel i am a rapper with decent skills. i want to share my music with more people so take a listen thumbs up so more can see this.
"
1542,0,0,"best rap ever.
"
1543,0,0,"i lover this song.
"
1544,0,1,"hey guys i know you wanna skip over this but please take a chance and check out my music i'm a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time.
"
1545,0,0,"love your songssupper cool.
"
1546,0,0,"i like the music. but is anyone listening to the lyrics.
"
1547,0,1,"maybe no one will probably read this. but just in case you do can you put a ""thumbs up ""so others can see. i just started rapping seriously type in lunden- 1990 video just a simple button? can help my dreams come true. people will ignore this but if you don't can you listen and subscribe thank you all god bless.
"
1548,0,0,"
"
1549,0,1,"check out my channel for some lyricism.
"
1550,0,0,"me and my big sister like you.
"
1551,0,0,"not bad.
"
1552,0,0,"i love eminem.
"
1553,0,0,"she looks like megan fox xd.
"
1554,0,1,"hey go to my channel check out my dongs thanks youtuber's.
"
1555,0,0,"is that megan fox.
"
1556,0,0,"you can not hate eminem and nirvana. trust me.
"
1557,0,0,"like eminen.
"
1558,0,1,"check out my playlist.
"
1559,0,1,"media is evil! please see and share: w w w. the farrell report. net top ex uk police intelligence analyst turned whistleblower tony farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside mainstream entertainment and media law firms. beware protect your children! these devils brutally target innocent people. these are the real criminals linked to london's 7/7 attacks 2005. must see and make viral! also see uk column video on 31st january 2013.
"
1560,0,1,"subscribe to my channel who can.
"
1561,0,0,"simply rap god.
"
1562,0,0,"is that megan fox xd.
"
1563,0,0,"i love this song.
"
1564,0,1,"check out my new em cover video trailer.
"
1565,0,0,"really good song you know love song song.
"
1566,0,0,"eminem is the greatest artist to ever touch the mic.
"
1567,0,0,"i love rihanna from thailand.
"
1568,0,0,"some classsic.
"
1569,0,1,"sorry for the spam yall i know its annoying. but if you can spare a min please check out the new track on my channel i'm a upcoming uk rapperplease come check out my songs you might like em. if not no worries i am sorry for wastin your time. even thumbs up to get more noticed will really help. peace yall.
"
1570,0,0,"this song is like an oreo, the black part is good but the white part is better.
"
1571,0,0,"that guy charley of lost tv show.
"
1572,0,1,"subscribe to my channel /watchv=nxk32i0hkds.
"
1573,0,1,"hi i am 14 year rapper support me guy and check out my channel and check out my song you might like it also follow me in twitter mcashim for follow back.
"
1574,0,0,"hello brazil.
"
1575,0,0,"eminem the best ever.
"
1576,0,1,"hey guys look i am aware i am spamming and it pisses people off but please take a moment to check out my music. i am a young rapper and i love to do it and i just wanna share my music with more people just click my picture and then see if you like my stuff.
"
1577,0,1,"do you know how sean kingston got famous why don't you look it up kid before your so hard on yourself! if you hit me up with a message in my inbox and subscribe i will check out your channel. sounds fair to me.
"
1578,0,0,"best. song. ever.
"
1579,0,1,"check out eminem latest track survival if you didnt.
"
1580,0,1,"subscribe to my channel x please! spare.
"
1581,0,1,"check out my videos guy! hope you guys had a good laugh.
"
1582,0,1,"3 yrs ago i had a health scare but thankfully i am okay. i realized i wasnt living life to the fullest. now i am on a mission to do everything ive always wanted to do. if you found out you were going to die tomorrow would you be happy with what youve accomplished or would you regret not doing certain things? sorry for spamming i am just trying to motivate people to do the things theyve always wanted to. if youre bored come see what ive done so far! almost 1000 subscribers and i just started.
"
1583,0,0,"rihanna looks so beautiful with red hair.
"
1584,0,0,"857482940 views awesome.
"
1585,0,0,"nice song.
"
1586,0,0,"i love song.
"
1587,0,0,"i love song.
"
1588,0,0,"860000000 lets make it first female to reach one billion! share it and replay it.
"
1589,0,0,"shakira is best for worldcup.
"
1590,0,0,"the best world cup song ever.
"
1591,0,0,"i love.
"
1592,0,1,"see some more song open google and type shakira guruofmovie.
"
1593,0,0,"awesome.
"
1594,0,0,"i like shakira.
"
1595,0,0,"shakira - waka waka love this song.
"
1596,0,0,"why so many disliked.
"
1597,0,0,"i don't think this song will ever get old.
"
1598,0,0,"love song.
"
1599,0,0,"wery good.
"
1600,0,0,"every time i hear this song, i think about iniesta's goal against the netherlands.
"
1601,0,0,"whose watching this in 2015. if so hi-5.
"
1602,0,0,"i love this song so much 3keep em' coming.
"
1603,0,0,"i love this song thumsb up to you.
"
1604,0,0,"waka best one.
"
1605,0,0,"5 years later i still love this songaxy665.
"
1606,0,0,"like.
"
1607,0,1,"check out this playlist on youtube.
"
1608,0,0,"her voice sounds weird and plus she's cute for a blonde.
"
1609,0,0,"why there are so many dislikes. this song is so. awesome. it sounds like we must stop be racists! if i could, i would like it 1000000000 times!
"
1610,0,0,"nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk.
"
1611,0,0,"still watching in 2015.
"
1612,0,0,"shakira is my favourite singer. wooooo.
"
1613,0,0,"i remember this song.
"
1614,0,0,"like.
"
1615,0,0,"whose who are watching this in 2015. like.
"
1616,1,1,"support the fight for your 4th amendment right to privacy in your home. stop the nsa spying on americans with the un patriot act renewal. rand paul has spent 105 hours on the senate floor in a protest and filibuster fighting for our constitution that this nation is founded on. join the fight at rand paul dot com. spread the word. we have someone that cares about our nation. email your senators, congress men and women, tell them to support rand. tell the news to support rand too senator rand paul was up until a href=""http//wwwyoutubecom/watchv=prpeedmmmq0t=1m00s""100/a am this passed saturday morning fighting for our constitution buy postponing the vote until this week. our constitution matters join rand in the fight to protect a href=""http//itht""itht/a to privacy in your home and business. senator rand paul was up until a href=""http//wwwyoutubecom/watchv=prpeedmmmq0t=1m00s""100/a am this passed saturday morning fighting for our constitution buy postponing the vote until this week. our constitution matters to all of us, help rand protect it by joining the fright for it.
"
1617,0,0,"best song in world.
"
1618,0,0,"beautiful.
"
1619,0,0,"good song-.
"
1620,0,0,"she's such an awesome entertainer. and pretty too! shakira.
"
1621,0,1,"check out this video on youtube.
"
1622,0,0,"love this song.
"
1623,0,0,"love this song! my soccer team made a cd for our couch with this song on it.
"
1624,0,0,"fave song.
"
1625,0,0,"watching in 2015.
"
1626,0,0,"i felt old when i realized that this song was 5 years old.
"
1627,0,0,"love shakira.
"
1628,0,0,"one of the best song of all the time.
"
1629,0,0,"i really am madly in love with this woman.
"
1630,0,0,"i totally love this song. absolutely fantastic! i love ya shakira.
"
1631,0,0,"i am still watching in 2015.
"
1632,0,0,"the song is sad.
"
1633,0,0,"goood.
"
1634,0,0,"the best fifa world cup song for sure.
"
1635,0,0,"nice vdeo shakira good.
"
1636,1,1,"coby this usl and past a href=""http//adfly""http//adfly/a /1hmvtxdelete space after y.
"
1637,1,1,"see thisa href=""http//adfly""http//adfly/a /1hmvtx.
"
1638,0,0,"waka waka.
"
1639,0,0,"she is beautiful but it is not american.
"
1640,0,1,"thumbs up if your watching in 2015.
"
1641,0,0,"ilovethissong.
"
1642,0,1,"subscribe me please. i'll promise i'll subscribe back.
"
1643,0,0,"lamest world cup song ever! this time for africa? you mean in africa. it wasn't a live aid event or something. she made it seem like a charity case for them instead of a proud moment. wherewas ricky martin when you needed him! smh.
"
1644,0,0,"my friend sam loves this song.
"
1645,0,1,"check out this video on youtube.
"
1646,0,0,"i love you.
"
1647,0,0,"to help shakira become the first female to hit 1billiom views, i've decided to watch this video at least one a day. everyday! shakifans we r so close just hit the replay button.
"
1648,0,0,"ilove shakira.
"
1649,0,0,"it was cool the best song ever.
"
1650,0,0,"omg listen to this its soo good.
"
1651,0,1,"my uncle said he will stop smoking if this comment gets 500 likes! please like this comment! thanks.
"
1652,0,0,"nice song.
"
1653,0,0,"waka waka.
"
1654,0,0,"super music.
"
1655,0,0,"how could 108k people dislike this song or video.
"
1656,0,0,"love it.
"
1657,0,0,"i swear shakira keeps getting more and more gorgeous! she definitely looks more gorgeous with her hair this way than super curly.
"
1658,0,0,"youtube comments be likethis is so 5 years ago.
"
1659,0,0,"it pisses me off a bit that blank space has more views 868 mio than this. meh.
"
1660,0,0,"your the best.
"
1661,0,0,"i love you p.
"
1662,0,0,"i love shakira.
"
1663,0,0,"this song is special, because is a song for africa and i am an african.
"
1664,0,0,"this song so muchshakira your a really good artist.
"
1665,0,0,"i love shakira.
"
1666,1,1,"definitley the song for 2010 when i am not listening to gypsy shakira rocksspan class=""proflinkwrapper""span class=""proflinkprefix""+/spana class=""proflink"" href=""https//plusgooglecom/101721377578919894134"" oid=""101721377578919894134""shakiravevo/a/span.
"
1667,0,0,"i remember that torunament like it was today.
"
1668,0,1,"thank you. please give your email.
"
1669,0,0,"beautiful.
"
1670,0,0,"like.
"
1671,0,0,"shakira you are so beautiful. you are lovely, lively. we love you.
"
1672,0,0,"great.
"
1673,0,0,"best world cup song.
"
1674,0,1,"fuck it was the best ever 0687119038 nummber of patrik kluivert his son share.
"
1675,0,0,"this song is so beauty.
"
1676,0,0,"i heard this when i was only 6 years old and i still love it.
"
1677,0,0,"nice song.
"
1678,0,0,"waka waka---.
"
1679,0,0,"oh my god go to 1 billion of replay i love shakira.
"
1680,0,0,"i love her.
"
1681,0,0,"i love this song i love shakira33333.
"
1682,0,1,"yea stil the best wk song everthumbs up of you think the same.
"
1683,0,0,"i liked.
"
1684,0,0,"i like this song.
"
1685,0,0,"i like it.
"
1686,0,0,"waka waka.
"
1687,0,0,"amazing song.
"
1688,0,0,"cool song.
"
1689,0,0,"i love you shakira.
"
1690,0,0,"waka waka.
"
1691,0,0,"this song sucks.
"
1692,0,0,"lol i love this song.
"
1693,0,0,"shakira.
"
1694,0,1,"subscribe my channel i recording fifa 15 goals watch now.
"
1695,0,0,"wow. 5 years.
"
1696,0,1,"subscribe to me and i wil subscribe to you back.
"
1697,0,0,"you best singer.
"
1698,0,0,"5 years soon.
"
1699,0,0,"like.
"
1700,0,0,"wanderfol is love or miusic.
"
1701,0,0,"waka waka.
"
1702,0,0,"best song ever x3333333333.
"
1703,0,0,"very pleasant to hear, haha, good.
"
1704,0,0,"love.
"
1705,0,0,"wow.
"
1706,0,0,"waka waka eh eh.
"
1707,0,0,"cutie girl and beautiful song.
"
1708,0,0,"love you shkira.
"
1709,0,0,"i believe that soccer promotes terrorism. bad choice, shakira.
"
1710,0,0,"i loved this song when i was in my teenage years.
"
1711,0,0,"lip synch is terrible.
"
1712,0,0,"shakira is different. she is so happy all the time and she is spending for africa she can dance sing and she speaks 4 languages.
"
1713,0,1,"gusttavo lima voc no me conhece check out.
"
1714,0,0,"best world cup offical song.
"
1715,0,0,"5 years ago damn.
"
1716,0,0,"very nice.
"
1717,1,1,"help shakira's waka waka be the first song by a female artist to reach 1 billion viewsdark horse is ahead by roughly 100 million more views, and roar has only 50 million more viewsa href=""https//wwwyoutubecom/watchv=prpeedmmmq0""https//wwwyoutubecom/watchv=prpeedmmmq0/a.
"
1718,0,0,"like me.
"
1719,0,0,"shakira song waka waka.
"
1720,1,0,"so underrated betterthan katy perry / but in not saying katy is bad but she has no meaning to her songs. shakira hasmeaningful songs these are the songs which bring memories and vibe's. i will miss it.
"
1721,0,0,"i love this song and expect the world cup.
"
1722,0,0,"good times.
"
1723,0,0,"it makes me happy instantly, and makes me forgot everything bad happening.
"
1724,0,0,"love this song so much! one of my faves! xxx.
"
1725,0,0,"hi, nice song shakira! sorry for bad brazilian.
"
1726,0,0,"best song! go shaki.
"
1727,0,0,"this is shit and sooooo autotuned.
"
1728,0,0,"i stil lisening this.
"
1729,0,0,"sexy shakira.
"
1730,0,0,"i love you shakiria.
"
1731,0,0,"me and my aunt love this song.
"
1732,0,1,"i subscribed it.
"
1733,0,1,"check out this playlist on youtube.
"
1734,1,1,"top three shakira songs my choice 1- waka waka it's time for africa2- can't remember to forget you 3- empirelike this comment if you like shakira.
"
1735,0,1,"check out this video on youtube.
"
1736,0,1,"check out this playlist on youtubecentral.
"
1737,1,1,"if you could take time spare a min to read this, then thank youim a rapper, if we're gonna be honest theres thousands maybe even millionsof those in the world but not too many with ambition, dedication passioni don't have money for huge youtube advertisements or incredible music videosso all i am left with is comments to expose my musicif you could take a moment and give me a chance ill make you a believeri would love? nothing more than a loyal following on youtube. for anyone whoreads this could you press the ""thumbs up"" others will see itdoing so will help me push closer to my dream. thank you.
"
1738,0,1,"please visit my channel.
"
1739,0,1,"pleas subscribe my channel gamezzmta.
"
1740,0,1,"pleas subscribe my channel.
"
1741,0,1,"pleas subscribe gamezz mta my channel.
"
1742,1,1,"cool song check out my animal trafficking petitiona href=""http//wwwthepetitionsitecom/387/433/550/stop-animal-trafficking/cid=headerclick""http//wwwthepetitionsitecom/387/433/550/stop-animal-trafficking/cid=headerclick/a.
"
1743,0,1,"check out this video on youtube.
"
1744,0,1,"subscribe and win a cap.
"
1745,0,1,"check out this playlist on youtube.
"
1746,0,1,"hey guys love this but check out this girl name cause she knows how to dance so search up ej ba dancing.
"
1747,1,1,"if you want to win money at hopme click herea href=""https//wwwpaidvertscom/ref/sihaam01""https//wwwpaidvertscom/ref/sihaam01/a it's work 100/100.
"
1748,0,1,"i am from brazil please subscribe my channel love you all.
"
1749,1,1,"could spanish people understand thisany way's i how you doing subscribe to me i brake things--.
"
1750,0,1,"pleassssssssssssssss subscribeeeeeeeeee my channnnnnelll plzz.
"
1751,0,1,"check out this video on youtube.
"
1752,1,1,"new way to make money easily and spending 20 minutes daily -- a href=""https//wwwpaidvertscom/ref/marius1533""https//wwwpaidvertscom/ref/marius1533/a.
"
1753,0,1,"there are beautiful songs please subscribe.
"
1754,0,1,"can this channel get 500+ subscribers? you can make that happen.
"
1755,0,1,"i really love watching football and also ive started off making income with out financial risk from acquiring bonus deals. its this weird technique where you wager on something with one bookmakers and bet against it on betfair. you secure the bonus as income a chap named jim vanstone is finding the wagers free on his own website vanstone secrets google it. ive made about 500 quid thus far. and it is cost-free. i guess the bookies pay him to obtain new consumers, yet this actually works.
"
1756,0,1,"and how many subscribers compared to her over a million.
"
1757,0,1,"i absolutely adore watching football plus ive started earning income with out risk from claiming bonus deals. its a weird technique where you put money on something with one bookmakers and put money against it on betfair. you acquire the bonus as income a lad named jim vanstone is selecting the wagers free on his website vanstone secrets google it. i have generated about 600 quid so far. and its free. i assume the bookmakers pay him to get new men and women, but it succeeds.
"
1758,0,1,"hahahahah. like vines subscribe to me for daily vines.
"
1759,0,1,"hi there, have you heard about dribbleproshot? just do a search on google. on their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time. it turned nick into a much better football or soccer player. his team mates were definitily amazed! i hope it will help you also.
"
1760,0,1,"hey, have you tried ""dribbleproshot"" yet? just do a search on google. on their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time. it transformed fausto into a substantially better football/soccer player. to the amazement of his team mates. hopefully it works for you too.
"
1761,0,1,"still amazing this song! i did a french kpop parody. please come on my channel to watch it. share, suscribe, comment thanks.
"
1762,0,1,"subscribe to my feed.
"
1763,0,1,"subscribe to me for daily vines.
"
1764,0,1,"hey guys whats up? i found this app that lets you get free gift card vouchers like psn cardsx-box live cards and even amazon gift cards. for free! all you have to do is simply just download the app from the app store. it is called juno wallet. all you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. also, if you type in the code im2458444. you will also start off with 025 free.
"
1765,0,1,"you guys should check out this extraordinary website called firepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at firepacom visit firepacom and check it out! lake duzafizz singlewave spourmo burder colorful claster incandescent ambitious winooze absorbing macabre crestboot boxium womanly tan ybuwyn forgetful pepelexa zealous.
"
1766,0,1,"waka waka! d check out my new halloween video!
"
1767,0,1,"we are 14 year old boys we are trying to enter in the music industry maybe we are just a dreamers but we are not the? only one. please give us one chance to prove ourself to you. we know these things are annoying as hell we are sorry? about that. but we do anything to get music heard. please visit our channel subscribe if you like and thumb this comment up so everyone can see we have made a song called: i wanna play a game please take a look on our channel thankss.
"
1768,0,1,"please i wilsubscribe me frndzzl subscribe you back.
"
1769,0,1,"you guys should check out this extraordinary website called moneygqcom you can make money online and start working from home today as i am! i am making over 3000+ per month at moneygqcom visit moneygqcom and check it out! why does the fragile swim enlist the person? how does the ice audit the frequent son? the fantastic chance describes the rate.
"
1770,0,1,"subscribe me and i requite.
"
1771,1,1,"stop wasting up your time and get paid to mess around on facebook and twitter! get paid upto 25 to 35 an hour. only at 4netjobscom work from the comfort of your home. we are currently hiring people from all over the world, for a wide range of social media jobs on sites such as facebooktwitter and youtube. you don't need any prior skills or experience and you can begin work immediately! you can easily make 4000 to 5000+ monthly incomeonly at 4netjobscom.
"
1772,0,1,"i love this! this is one of my fave songs now and i just subscribed.
"
1773,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! why does the statement conciliate the acidic stretch? the earth recognizes the money. when does the numberless number transport the trade.
"
1774,0,1,"how to make a lot of money fast.
"
1775,1,1,"visit "" ww estiloproduction com "" best website to make money.
"
1776,0,1,"message gta v 20 fifa 14 15 ps4 200 galaxy s4 mini 250 ipad 4 200 visit the site hhnl.
"
1777,1,1,"stop wasting up your time and get paid to mess around on facebook and twitter! get paid upto 25 to 35 an hour. only at 4netjobscom work from the comfort of your home. we are currently hiring people from all over the world, for a wide range of social media jobs on sites such as facebooktwitter and youtube. you don't need any prior skills or experience and you can begin work immediately! you can easily make 4000 to 5000+ monthly incomeonly at 4netjobscom.
"
1778,0,1,"being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly. to read more go to this web site bitly\1bsefqe.
"
1779,1,1,"hello guys. i found a way to make money online you can get paid to mess around on facebook and twitter! get paid upto 25 to 35 an hour. only at 4netjobscom work from the comfort of your home. they are currently hiring people from all over the world, for a wide range of social media jobs on sites such as facebooktwitter and youtube you don't need any prior skills or experience and you can begin work immediately! you can easily make 4000 to 5000+ monthly incomeonly at 4netjobscom.
"
1780,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! the meat discusss the successful memory. how does the peaceful unit arbitrate the guide? the addition designs the worried loss.
"
1781,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! how does the mother approve the axiomatic insurance? the fear appoints the roll. when does the space prepare the historical shame.
"
1782,1,1,"you guys should check out this extraordinary website called zonepacom you can make money online and start working from home today as i am! i am making over 3000+ per month at zonepacom visit zonepacom and check it out! the plausible summer submits the behavior. when does the grass check the peaceful seat? the country strategizes the edge.
"
1783,0,1,"check out my channel.
"
1784,0,1,"subscribe my.
"
1785,1,1,"hello guys. i found a way to make money online you can get paid to mess around on facebook and twitter! get paid upto 25 to 35 an hour. only at 4netjobscom work from the comfort of your home. they are currently hiring people from all over the world, for a wide range of social media jobs on sites such as facebooktwitter and youtube you don't need any prior skills or experience and you can begin work immediately! you can easily make 4000 to 5000+ monthly incomeonly at 4netjobscom.
"
1786,0,1,"please visit this website: oldchattk.
"
1787,0,1,"please visit this website: oldchattk.
"
1788,0,1,"hello everyone my name's anderson and i'm a singer. not expecting to buy subscribers with words but to gain them with my voice. i might not be the best but my voice is different in a good way and i'll work harder than anyone out there to get better, 'cuz ""yeah"" i have a dream a huge one, who doesn't so please take 3 minutes of your time to check out my covers. give me a chance you won't regret it if you feel like subscribing that'd be awesome and it'd mean the world to me thank you so much.
"
1789,0,1,"check out daneja good girl.
"
1790,1,1,"hello guys. i found a way to make money online you can get paid to mess around on facebook and twitter! get paid upto 25 to 35 an hour. only at 4netjobscom work from the comfort of your home. they are currently hiring people from all over the world, for a wide range of social media jobs on sites such as facebooktwitter and youtube you don't need any prior skills or experience and you can begin work immediately! you can easily make 4000 to 5000+ monthly incomeonly at 4netjobscom.
"
1791,0,1,"subscribe to my youtube channel! suscribite a mi canal de youtube -whatuknow.
"
1792,0,1,"check out my bass cover of hips don't lie by shakira.
"
1793,0,1,"subscribe to my channel.
"
1794,1,1,"the britishs called that soccer but you know the true word is football and the us foot is called rugby. that works like that in euw germany/ netherland/ france/ portugal/ belgium/ spain/ just because the britishs don't agree to be like us because they are unique. that's the reason why they also refused to have euro as money.
"
1795,0,1,"subscribe now! love the song! love football.
"
1796,0,0,"so beutiful.
"
1797,0,0,"so beutiful.
"
1798,0,0,"she's so pretty.
"
1799,0,0,"i like.
"
1800,0,0,"she is perfect.
"
1801,0,1,"1 753 682 421 gangnam style.
"
1802,0,0,"your a fucking bitch.
"
1803,0,0,"this song is racist.
"
1804,0,0,"where are shakifans.
"
1805,0,0,"like.
"
1806,0,0,"i want new song.
"
1807,0,0,"shakira is perfect.
"
1808,0,0,"shakira.
"
1809,0,0,"i remember this.
"
1810,0,0,"waka waka.
"
1811,0,0,"this makes me miss the world cup.
"
1812,0,0,"best song eva.
"
1813,0,0,"i love it.
"
1814,0,1,"believe that jesus christ is your savior for all your sins. if you truly believe in jesus christ to be your savior for all your sins then you will go to heaven. if you believe in jesus christ then you are saved and you are in salvation and you have gained gods righteousness. it matters not how much you have sinned in the past, in the present and especially in the future. believe that jesus christ is your savior and you will go to heaven forever and that is the whole truth. spread the truth.
"
1815,0,1,"perhaps you have seen the newest miley cyrus secret video she's sucking an old man's cock if you wish to see her check out the celebrity website beneath miley-secret-videocouk.
"
1816,0,1,"haha miley cyrus has done it once again today someone leeched a porno video with her on a celeb site i believe the website link is miley-celeb-newscouk in case you want to view it.
"
1817,0,1,"i really can't comprehend miley cyrus she actually is a high profile and she tapes herself banging today a video was leeched with her sucking and fucking the video has been posted at the celebrity website under miley-celeb-newscouk.
"
1818,0,0,"her voice is so wow.
"
1819,0,0,"shakira.
"
1820,0,0,"
"
1821,0,0,"wow.
"
1822,0,0,"i love you.
"
1823,0,0,"i like and love so much people all friends. i love shakira.
"
1824,0,0,"
"
1825,0,0,"shakira i love you.
"
1826,0,0,"beautiful.
"
1827,0,0,"shakira is very beautiful.
"
1828,0,0,"she is good.
"
1829,0,0,"god she is so hot.
"
1830,0,0,"she is perfect.
"
1831,0,0,"wow.
"
1832,0,0,"shakira voice sound spanish but that is what make the music sound amazing i love it.
"
1833,0,1,"check out daneja good girl.
"
1834,0,1,"check out my covers please.
"
1835,0,1,"hey music fans i really appreciate any of you who will take the time to read this, and check my music out! i'm just a 15 year old boy dreaming of being a successful musician in the music world. i do lots of covers, and piano covers. but i don't have money to advertise. a simple thumbs up to my comment, a comment on my videos or a subscription would be a step forward! it will only be a few seconds of your life that you won't regret! thank you to all the people who just give me a chance.
"
1836,0,1,"echa un vistazo a la remezcla! / check out the remix! miley cyrus - wrecking ball the house of edm remix miley cyrus - wrecking ball vincent t. remix click, enlace, suscrbase! / click, link, subscribe.
"
1837,0,1,"hey check out our new musicvideo ''life's a celebration'' peace.
"
1838,0,1,"hi. check out and share our songs.
"
1839,0,1,"subscribe like /watchv=5tu9gn1l310.
"
1840,0,1,"/watchv=dtqcftr1fac justien bieber car 2013. likesubscribe.
"
1841,0,1,"check out our bands page on youtube killtheclockhd - check out some of our original songs including ""your disguise"".
"
1842,0,1,"hi! check out our awesome covers! and say what you think.
"
1843,0,1,"i hope everyone is in good spirits i'm a hard working student who's also a passionate singer i look foward to the day when i can make my own music to share but for now i've just been doing covers. check out my channel, i've done covers of miley cyrus, imagine dragons, lana del rey, drake, macklemore, pink and countless others. subscribe only if you want to. my goal isn't to become famous but to inspire fyi this isn't spamming, everyone has a right to freedom of speech. thanks.
"
1844,1,1,"please visit our web: wellcomemdblogfacom.
"
1845,0,1,"please check out my video called ""we love mind master it"" thanks.
"
1846,0,0,"she is perfect.
"
1847,1,1,"//. //314.
"
1848,0,0,"beautiful song beautiful girl it works.
"
1849,0,0,"shakira.
"
1850,0,0,"omg love this.
"
1851,0,0,"ouf ouf ouffffffffffffffffff.
"
1852,0,0,"awesome.
"
1853,0,0,"cool.
"
1854,0,0,"this song will never get old.
"
1855,0,0,"i always have goose bumps at that part.
"
1856,0,0,"love it.
"
1857,0,0,"i love this song.
"
1858,0,0,"i want to see shakira, not football.
"
1859,0,0,"good.
"
1860,1,1,"recommend: apple ipad 4th gen 32gb unlocked wi-fi+4g 97in white price390 apple iphone 5 latest model - 32gb - black price385 samsung galaxy s4 s iv 4 with 16gb new white price360 sony 60-inch 3d led hdtv price510 all-in-one pcs: apple macbook pro: apple macbook air price320 camera nikon d90 slr camera /18-55mm /55-200mm 32gb price390 ultrabooks: sony vaio pro 13 intel core i5 4gb 128gb price515 +++++++++++++++ purchase online website is: taaeecom.
"
1861,0,1,"""help the humanity with your sign in to this link with your wholehearted support if you say ""no"" to discrimination. united we stand we will bring the change together. impossible itself says i m possible"" you are the winners of my successcheers to all my loving brothers and sisters please share this link on facebook to support against discrimination. tinyurldotcomslashmxh2y77 fear none but god.
"
1862,0,1,"part 5. comforter of the afflicted, pray for us help of christians, pray for us queen of angels, pray for us queen of patriarchs, pray for us queen of prophets, pray for us queen of apostles, pray for us queen of martyrs, pray for us queen of confessors, pray for us queen of virgins, pray for us queen of all saints, pray for us queen conceived without original sin, pray for us queen of the most holy rosary, pray for us queen of the family, pray for us queen of peace, pray for us.
"
1863,0,1,"part 2. holy mary, pray for us holy mother of god, pray for us holy virgin of virgins, pray for us mother of christ, pray for us mother of divine grace, pray for us mother most pure, pray for us mother most chaste, pray for us mother inviolate, pray for us mother undefiled, pray for us mother most amiable, pray for us mother most admirable, pray for us mother of good counsel, pray for us mother of our creator, pray for us mother of our redeemer, pray for us.
"
1864,1,1,"hi. everyone. if anyone after real online work. i can help you. earn lots of money. it's fun. it's real and affiliated company. you not think you r working. it's easy and enjoyable. for more info contact me neeru105. gmailcom.
"
1865,0,0,"nice song.
"
1866,0,0,"god she is so sexy! drives me crazy.
"
1867,0,0,"wow.
"
1868,0,0,"shakira is the best.
"
1869,0,0,"nice.
"
1870,0,0,"shakira.
"
1871,0,0,"shakira.
"
1872,0,0,"the best.
"
1873,0,1,"hey youtubers and all music lover's, guess most of you all skip these comments, but for you who is still reading this, thanks i don't have any money for advertisiments, no chance of getting heard, nothing. all that's left is spam, sorry. i am 17, rapper/singer from estonia. please listen my new cover on my account. you wont regret it. give me just a chance, please. take half a second of your life and thumb this comment up. it will maybe change my life, for real. thank you wafence.
"
1874,1,1,"do you want to make some easy money? check out my page tvcmcadavidweebly com don't miss out on this opportunity give thumbs up i would apprecitate it.
"
1875,0,1,"please check out this video called ""we love mind master it"", thank you.
"
1876,0,1,"ways to make money 50k per month search google now 9nlme/make-money-without-investment-1.
"
1877,0,1,"meet the richest online marketer now click bitly/make-money-without-adroid.
"
1878,0,1,"how did you know that people makes another account just for subscribing itself and liking.
"
1879,0,1,"i'll subscribe to you. you look nice.
"
